,ISO3,year,displacements,GID_1,GID_2,num_provinces,num_districts,GFD_matches,GFD_matches_nr,GFD_matches_time_dif,GFD_duration,matching_type,pop_affected_sum_GHSL,pop_affected_mean_GHSL,pop_density_GHSL,pop_affected_sum_GPW,pop_affected_mean_GPW,pop_density_GPW,GDP_affected_sum,cable_affected_sum,plant_affected_sum,power_pole_affected_sum,power_tower_affected_sum,line_affected_sum,mast_affected_sum,communication_tower_affected_sum,doctors_affected_sum,hospital_affected_sum,pharmacy_affected_sum,primary_road_affected_sum,tertiary_road_affected_sum,reservoir_affected_sum,school_affected_sum,university_affected_sum,GDP_affected_mean,education_affected_mean,energy_affected_mean,health_affected_mean,telecommunication_affected_mean,transportation_affected_mean,water_affected_mean,CISI_global_affected_mean,cable_affected_mean,plant_affected_mean,power_pole_affected_mean,power_tower_affected_mean,line_affected_mean,mast_affected_mean,communication_tower_affected_mean,doctors_affected_mean,hospital_affected_mean,pharmacy_affected_mean,primary_road_affected_mean,tertiary_road_affected_mean,reservoir_affected_mean,school_affected_mean,university_affected_mean,GDPpc_mean,HDI_mean,urbanization_mean,landuse_total_mean,elevation_mean,roughness_mean,slope_mean,female_mean,pop_0_14_mean,pop_65_plus_mean,FLOPROS_merged_mean,FLOPROS_modeled_mean,forest_cover_mean
176,MOZ,2009.0,828.0,,,,,1,3426,6.0,17.0,1,138243.0,31.0,123.05,213508.0,47.0,190.04,1762635264.0,0.0,0.00093,393.0,1394.0,475.02526,6.0,25.0,6.0,15.0,5.0,433.2906,12812.5986,0.00509,0.897,0.39861,4451099.15152,0.00024,0.00519,9e-05,0.0003,0.00571,0.0,0.00363,0.0,0.0,1.18373,4.1988,1.4308,0.01807,0.0753,0.01807,0.04518,0.01506,1.30509,38.59216,2e-05,0.0027,0.0012,1141.5594199999996,0.39,0.00171,0.07851,39.49473,6.40348,0.53862,0.53095,0.46182,0.0442,15.55556,1.55556,0.00033
177,MOZ,2014.0,8195.0,MOZ.1_1,,1.0,,1,4137,26.0,13.0,1,166.0,27.0,198.56,33.0,5.0,39.47,5165853.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54172,0.0,0.0,0.0,1721951.1666700004,0.0,0.0,0.0,0.0,6e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54172,0.0,0.0,0.0,1637.32666,0.449,0.00259,0.15471,1.5625,5.25,0.39736,0.51537,0.40065,0.05634,7.33333,1.33333,5e-05
178,MOZ,2015.0,61102.0,"MOZ.7_1,MOZ.11_1",MOZ.7.17_1,2.0,1.0,1,4219,11.0,39.0,1,261934.0,48.0,159.61,247161.0,45.0,150.61,1307055360.0,0.0,0.01188,0.0,626.0,275.02118,2.0,18.0,5.0,11.0,6.0,242.04712,5940.1267,6.33668,0.24804,0.0,4136251.13924,9e-05,0.0033200000000000005,0.00017,0.00022,0.00441,0.00023,0.00264,0.0,5e-05,0.0,2.48413,1.09135,0.007940000000000001,0.07143,0.01984,0.04365,0.02381,0.9605,23.57193,0.02515,0.00098,0.0,711.85562,0.41873,0.00181,0.10013,19.19497,4.0268,0.29928,0.51789,0.49454,0.02634,15.01511,1.5287,0.00102
179,MWI,2012.0,1182.0,,,,,1,3892,16.0,28.0,1,372200.0,13.0,16.5,238111.0,8.0,10.55,1543426048.0,0.0,0.0,3.0,1921.0,406.45014,0.0,11.0,0.0,26.0,9.0,651.17623,9686.95679,0.07222999999999999,0.40405,0.00536,3877954.89447,0.0001,0.0058200000000000005,0.0001,9e-05,0.00602,1e-05,0.00366,0.0,0.0,0.0101,6.46801,1.3685200000000002,0.0,0.03704,0.0,0.08753999999999999,0.0303,2.19251,32.61602,0.00024,0.00136,2e-05,1110.63277,0.46918,0.00307,0.19891,474.19601,1.565,0.13377,0.51899,0.47779,0.05367,3.44221,2.0402,1e-05
180,MWI,2015.0,336053.0,,,,,1,4219,4.0,39.0,1,377931.0,12.0,16.38,265977.0,8.0,11.53,2248209152.0,0.0,0.0,42.0,1687.0,364.59982,0.0,10.0,0.0,25.0,9.0,615.58245,11943.28619,0.00286,0.30743000000000004,0.00536,5040827.6950699985,7e-05,0.00462,9e-05,7e-05,0.00624,0.0,0.00328,0.0,0.0,0.12650999999999998,5.08133,1.09819,0.0,0.03012,0.0,0.0753,0.02711,1.85416,35.97375,1e-05,0.00093,2e-05,1162.42342,0.48422,0.00323,0.19974,479.58344000000005,1.41267,0.11841,0.5153399999999999,0.48052,0.04975,3.57623,2.00224,2e-05
181,MYS,2012.0,22000.0,,,,,1,3889,0.0,8.0,1,1043998.0,173.0,1215.76,970056.0,161.0,1129.66,342430187520.0,3.89346,7.64407,3.0,15887.0,5260.82152,63.0,110.0,139.0,251.0,300.0,11900.28376,117047.36163,10.50681,76.70743,63.83527,536724431.84953,0.01555,0.033780000000000004,0.00183,0.00133,0.04795,0.00039,0.03144,0.00729,0.01431,0.00562,29.750940000000003,9.85173,0.11798,0.20599,0.2603,0.47004,0.5618,22.28518,219.18982000000003,0.01968,0.14365,0.11954,19372.45925,0.77857,0.027510000000000003,0.22361,57.23096999999999,24.1343,1.9479,0.47345,0.29564,0.05655,36.66923,36.66923,0.0008
182,MYS,2014.0,247104.0,,,,,1,4216,4.0,12.0,1,146932.0,149.0,1414.25,149193.0,151.0,1436.01,96233144320.0,0.14021,4.18847,0.0,3105.0,1038.05408,9.0,29.0,21.0,41.0,84.0,2135.68915,25163.00099,0.06585,17.748720000000006,9.02516,668285724.44444,0.01316,0.027760000000000003,0.00242,0.00103,0.04064,5e-05,0.02683,0.0011,0.03298,0.0,24.44882,8.17365,0.07087,0.22835,0.16535,0.32283,0.66142,16.81645,198.13387,0.0005200000000000001,0.13975,0.07106,20355.45486,0.78666,0.03387,0.23357,55.31066,25.93299,2.1358900000000003,0.48569,0.31071,0.06192,25.25658,25.25658,0.0005099999999999999
183,MYS,2016.0,471.0,"MYS.2_1,MYS.11_1",MYS.2.9_1,2.0,1.0,1,4376,1.0,1.0,1,632.0,8.0,32.82,1603.0,21.0,83.25,706754688.0,0.0,0.0,0.0,31.0,10.72334,0.0,3.0,0.0,1.0,4.0,128.89966,779.3466099999998,0.0,0.27029000000000003,0.0,58896224.0,0.00178,0.00304,0.00032,0.0006,0.01763,0.0,0.006540000000000001,0.0,0.0,0.0,2.58333,0.89361,0.0,0.25,0.0,0.08333,0.33333,10.74164,64.94555,0.0,0.02252,0.0,14508.05208,0.79327,0.02169,0.24203,89.3525,30.28333,2.50197,0.4849100000000001,0.29877,0.06657,25.0,25.0,0.00023
184,MYS,2016.0,330.0,MYS.16_1,,1.0,,1,4423,3.0,6.0,1,6973.0,26.0,95.63,2190.0,8.0,30.03,3663531776.0,0.0,0.7968,0.0,630.0,197.04979,0.0,0.0,0.0,0.0,4.0,192.89081,1605.56907,0.0,1.06957,0.45785,159283990.26087,0.00573,0.033710000000000004,0.00038,0.0,0.018580000000000003,0.0,0.01881,0.0,0.03794,0.0,30.0,9.38332,0.0,0.0,0.0,0.0,0.19048,9.18528,76.45567,0.0,0.05093,0.0218,19298.19565,0.79327,0.01428,0.18197,133.41722,28.42594,2.21502,0.38306,0.20672,0.007640000000000002,65.04348,65.04348,0.00025
185,NAM,2008.0,,,,,,1,3272,10.0,82.0,1,18624.0,6.0,14.01,13981.0,5.0,10.51,702184704.0,0.0,0.00137,2167.0,787.0,269.91232,5.0,12.0,0.0,6.0,0.0,551.8480900000002,1437.04022,0.01936,0.69375,0.17054,5708818.73171,0.0006,0.01877,8e-05,0.00063,0.0059700000000000005,0.0,0.00856,0.0,1e-05,21.03883,7.64078,2.62051,0.04854,0.1165,0.0,0.05825,0.0,5.35775,13.95185,0.00019,0.00674,0.0016600000000000002,8405.67276,0.5979399999999999,0.00063,0.0377,941.39282,2.8014,0.18837,0.4932,0.41719,0.05295,15.5122,15.5122,0.00026000000000000003
186,NAM,2013.0,17915.0,NAM.13_1,,1.0,,1,4026,12.0,17.0,1,525.0,2.0,5.07,376.0,1.0,3.63,153716256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.44152,191.46871,0.0,0.42478,0.0,11824327.38462,0.00292,0.0,0.00013000000000000002,0.0,0.00426,0.0,0.00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.04415,19.14687,0.0,0.04248,0.0,9592.91046,0.642,0.00152,0.05025,930.84346,2.0,0.13,0.5010600000000001,0.40197,0.059170000000000014,16.0,16.0,0.00028
187,NAM,2018.0,2.0,,,,,1,4586,11.0,13.0,1,10783.0,4.0,10.97,9079.0,3.0,9.24,2142983296.0,0.0,0.00137,9889.0,2093.0,589.82093,8.0,20.0,3.0,9.0,6.0,701.01152,3019.25123,0.23046,1.7696,1.13893,8470289.70751,0.00081,0.02644,6e-05,0.00049,0.00605,1e-05,0.01141,0.0,1e-05,45.36239000000001,9.60092,2.7056,0.0367,0.09174,0.01376,0.04128,0.02752,3.21565,13.84978,0.00106,0.00812,0.005220000000000001,10554.02668,0.65751,0.00143,0.03415,1010.03753,3.74121,0.26855,0.48727,0.40888,0.05118,15.83794,15.83794,0.00027
188,NER,2015.0,38321.0,,,,,1,4294,10.0,12.0,1,2418.0,1.0,6.47,29056.0,21.0,77.79,152748.01562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,457.99367,0.0,0.01747,0.0,5657.33391,6e-05,0.0,9e-05,0.00012,0.00248,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,22.89968,0.0,0.0008699999999999999,0.0,1113.92564,0.35937,0.00044,0.14676,278.00329,4.66389,0.35600000000000004,0.48641,0.5272899999999999,0.02782,2.14815,2.14815,5e-05
189,NGA,2014.0,276.0,,,,,1,4175,12.0,6.0,1,2763.0,28.0,249.14,10918.0,111.0,984.49,1129099392.0,0.0,0.0,0.0,70.0,22.68989,0.0,0.0,0.0,11.0,0.0,98.11189,1095.35121,0.18794,0.0,0.0,49091277.91304001,0.0,0.0036,0.0002,0.0,0.0115,8e-05,0.00435,0.0,0.0,0.0,3.18182,1.03136,0.0,0.0,0.0,0.5,0.0,4.4596300000000015,49.78869,0.00854,0.0,0.0,3305.59103,0.5193,0.01529,0.54025,328.44834,2.27168,0.16223,0.4802300000000001,0.46473,0.02857,6.0,6.0,0.00022
190,NGA,2015.0,90860.0,"NGA.2_1,NGA.16_1","NGA.5.13_1,NGA.16.6_1",2.0,2.0,1,4294,29.0,12.0,1,36002.0,64.0,341.81,89496.0,160.0,849.69,3380417280.0,0.0,0.0,0.0,317.0,104.069,0.0,1.0,4.0,157.0,0.0,207.05121,3408.7382299999995,51.01565,1.50391,3.06078,75120384.0,0.00599,0.01095,0.00197,7e-05,0.01788,0.01476,0.01641,0.0,0.0,0.0,9.60606,3.15361,0.0,0.0303,0.12120999999999997,4.75758,0.0,6.27428,103.2951,1.54593,0.04557,0.09275,3288.97604,0.5262,0.0057,0.55347,155.67081000000005,5.01075,0.39048,0.49062,0.4471100000000001,0.03193,6.0,6.0,0.00017
191,NGA,2016.0,135.0,,,,,1,4391,4.0,8.0,1,17124.0,50.0,270.22,40536.0,119.0,639.66,2260914688.0,0.0,0.0,0.0,98.0,35.98257,0.0,0.0,19.0,6.0,0.0,124.43881,1816.79842,12.01088,0.036660000000000005,0.0,70653584.0,9e-05,0.00427,0.00034,0.0,0.01545,0.0041,0.0069900000000000006,0.0,0.0,0.0,3.5,1.28509,0.0,0.0,0.67857,0.21429,0.0,4.44424,64.88566,0.4289600000000001,0.00131,0.0,5266.69531,0.5333600000000001,0.00673,0.6353800000000001,172.0098,2.2868,0.14295,0.5021899999999999,0.48267,0.02632,6.0,6.0,7e-05
192,NGA,2018.0,600000.0,NGA.27_1,,1.0,,1,4667,11.0,43.0,1,291407.0,64.0,140.02,299570.0,66.0,143.95,4664858624.0,0.0,0.02241,0.0,1122.0,455.01586,0.0,2.0,36.0,6.0,0.0,436.1525,9907.75512,0.0,0.0498,0.0,29155366.4,3e-05,0.01104,0.0001,4e-05,0.01175,0.0,0.0069,0.0,0.00017,0.0,8.5,3.44709,0.0,0.01515,0.27273000000000003,0.04545,0.0,3.30419,75.05875,0.0,0.00038,0.0,5596.47109,0.54608,0.00269,0.34067,91.69235,6.36183,0.50055,0.49231,0.47498,0.02632,6.00625,6.00625,0.00032
193,NPL,2008.0,180000.0,,,,,2,"[3382, 3383]",0.0,7.0,2,108426.0,121.0,876.67,54371.0,61.0,439.61,2955113472.0,0.0,0.00141,155.0,817.0,283.51309,4.0,10.0,18.0,89.0,349.0,230.00974,5856.42425,1.77128,1.38342,0.0,15887706.83871,0.00088,0.006,0.00122,0.00031,0.00698,0.00012,0.00472,0.0,1e-05,0.91716,4.83432,1.67759,0.02367,0.059170000000000014,0.10651,0.52663,2.06509,1.361,34.6534,0.01048,0.008190000000000001,0.0,1598.99748,0.50153,0.00221,0.15102000000000002,2429.17548,139.09519,11.02487,0.57636,0.44023,0.16785999999999998,3.67742,2.55914,9e-05
194,NPL,2008.0,70000.0,,,,,1,3327,4.0,9.0,2,36170.0,165.0,1040.68,42228.0,193.0,1214.98,4050957824.0,0.0,0.0013800000000000002,14.0,591.0,191.27525,2.0,3.0,2.0,31.0,69.0,187.82743,5776.0648,0.97026,0.51121,0.17645999999999998,96451376.7619,0.00113,0.0163,0.00113,0.00053,0.02635,0.00023,0.013280000000000002,0.0,3e-05,0.34146,14.41463,4.66525,0.04878,0.07317,0.04878,0.7561,1.68293,4.58116,140.87963,0.02366,0.01247,0.0043,1857.23754,0.49482,0.00941,0.36539,430.59346,12.59432,1.0267700000000002,0.59678,0.49195,0.21787,13.85714,2.90476,2e-05
195,NPL,2014.0,34400.0,,,,,3,"[4171, 4174, 4178]",3.0,24.0,2,103042.0,142.0,856.94,170954.0,237.0,1421.73,6511502848.0,0.0,0.00149,55.0,758.0,250.02645,1.0,6.0,7.0,80.0,349.0,299.37177,6684.01267,1.63143,1.2941200000000002,0.0,52512119.74194,0.00119,0.00729,0.0016300000000000002,0.00018,0.01132,0.00014,0.00648,0.0,1e-05,0.45833,6.3166699999999985,2.08355,0.008329999999999999,0.05,0.058329999999999986,0.66667,2.90833,2.49476,55.70011,0.0136,0.01078,0.0,2069.03654,0.55029,0.00698,0.18449,2039.34501,92.40872,7.352339999999999,0.5901,0.43875,0.20319,8.17742,2.8548400000000003,5e-05
196,NPL,2016.0,30315.0,,,,,1,4378,6.0,27.0,2,26561.0,99.0,444.05,87517.0,329.0,1463.13,4499086336.0,0.0,0.0013800000000000002,8.0,617.0,212.02569,0.0,2.0,2.0,35.0,72.0,176.31052,6416.62452,0.93972,0.60675,0.48408,95725241.19149,0.00127,0.01446,0.00103,0.0001,0.02312,0.00022,0.01167,0.0,3e-05,0.16,12.34,4.24051,0.0,0.04,0.04,0.7,1.44,3.52621,128.33248999999998,0.01879,0.01214,0.00968,2269.0272600000008,0.55694,0.00941,0.26525,558.11537,25.43304,1.97925,0.63302,0.522,0.28677,10.51064,2.68085,3e-05
197,NPL,2017.0,380963.0,,,,,2,"[4507, 4508]",1.0,16.0,2,59793.0,188.0,823.49,148832.0,468.0,2049.77,5543350784.0,0.0,0.0,6.0,632.0,196.53931,0.0,4.0,5.0,68.0,346.0,260.76444,5644.54929,0.4397,1.08535,0.0,142137199.58973998,0.0034700000000000004,0.01886,0.00505,0.00026000000000000003,0.03017,0.00016,0.01739,0.0,0.0,0.16216,17.08108,5.31187,0.0,0.10811,0.13514,1.83784,9.35135,7.0476899999999985,152.55539,0.01188,0.02933,0.0,2420.38482,0.56366,0.01309,0.27881,319.9567600000001,11.81741,0.91297,0.6217600000000001,0.5231,0.27278,9.79487,2.71795,5e-05
198,NZL,2017.0,2000.0,NZL.2_1,,1.0,,1,4461,6.0,16.0,1,73866.0,65.0,342.85,68352.0,60.0,317.25,9173078016.0,13.95941,0.00447,33721.0,783.0,525.44045,56.0,6.0,48.0,12.0,35.0,630.4395900000002,3544.24293,0.11478,4.56026,0.03273,107918564.89412,0.00472,0.11484,0.0008699999999999999,0.00571,0.014730000000000004,1e-05,0.05051,0.19661,6e-05,474.94366,11.02817,7.40057,0.78873,0.08451,0.67606,0.16901,0.49296,8.879430000000003,49.91891,0.00162,0.06423,0.00046,35634.35882,0.92127,0.01105,0.01157,150.79941000000005,26.22907,2.27286,,,,70.93023000000002,47.09302,0.00037
199,NZL,2017.0,2000.0,,NZL.2.7_1,,1.0,1,4461,1.0,16.0,1,5414.0,35.0,732.31,4737.0,30.0,640.74,1171343616.0,2.00535,0.0,7821.0,229.0,150.93209,18.0,1.0,4.0,2.0,7.0,99.64159,791.16722,0.01415,0.93465,0.02831,50927983.30435,0.00351,0.11588,0.00025,0.006679999999999999,0.01386,1e-05,0.05403,0.11141,0.0,434.5,12.72222,8.38512,1.0,0.055560000000000005,0.22222,0.11111,0.38889,5.53564,43.95373,0.00079,0.05193,0.00157,35634.361410000005,0.92127,0.0051,0.00775,42.43182,28.29464,2.38141,,,,73.91304000000002,50.26087,0.00053
200,NZL,2017.0,170.0,NZL.7_1,"NZL.7.2_1,NZL.7.7_1",1.0,2.0,1,4461,1.0,16.0,1,5679.0,12.0,163.45,4888.0,10.0,140.68,2871795200.0,0.0,0.0,2065.0,808.0,233.60911,20.0,5.0,8.0,2.0,6.0,146.0139,1305.91047,0.08906,1.61454,0.0,48674494.91525,0.00203,0.02309,0.00075,0.00282,0.00587,2e-05,0.01174,0.0,0.0,36.875,14.42857,4.17159,0.35714,0.08929,0.14286,0.035710000000000006,0.10714,2.60739,23.31983,0.00159,0.02883,0.0,35634.36017,0.92127,0.00411,0.02273,575.36264,57.30084,4.90876,,,,79.66102,38.64407,0.0005200000000000001
201,PAK,2008.0,200.0,,,,,1,3383,14.0,7.0,2,142626.0,59.0,206.72,250413.0,104.0,362.95,16935528448.0,0.0,1.5224,165.0,5512.0,1248.91366,0.0,2.0,1.0,25.0,2.0,1476.50967,5397.74456,0.0,0.07318999999999999,0.93063,59008809.92334,0.00023,0.0207,6e-05,2e-05,0.00911,0.0,0.00971,0.0,0.00607,0.65737,21.96016,4.97575,0.0,0.00797,0.00398,0.0996,0.00797,5.88251,21.50496,0.0,0.00029,0.00371,4575.61063,0.53656,0.0068200000000000005,0.39297,584.71794,33.54034,2.76456,0.48691,0.36606,0.04701,12.99303,6.23693,1e-05
202,PAK,2015.0,330000.0,,,,,2,"[4272, 4282]",17.0,35.0,2,2431531.0,138.0,444.79,4706132.0,268.0,860.88,120565440512.0,0.0,20.43203,371.0,16964.0,4966.96378,4.0,20.0,36.0,172.0,33.0,6596.94359,30839.26259,0.1028,1.82617,11.26521,88326330.04541999,0.00056,0.01693,0.0001,7e-05,0.00969,0.0,0.008740000000000001,0.0,0.01878,0.34099,15.59191,4.56522,0.00368,0.01838,0.033089999999999994,0.15809,0.030330000000000006,6.06337,28.34491,9e-05,0.00168,0.01035,4793.31026,0.57386,0.01069,0.5263800000000001,907.32881,37.54772,3.08856,0.48623,0.37223,0.04357,9.3326,6.6674,0.0
203,PAK,2016.0,10937.0,,,,,1,4339,11.0,32.0,1,893130.0,186.0,736.6,1272080.0,265.0,1049.13,66839154688.0,0.0,20.65857,75.0,9003.0,2909.31623,2.0,9.0,25.0,118.0,15.0,3795.05884,17638.29464,1.07192,0.80511,9.33951,136406438.13878,0.0009,0.02354,0.00016,8e-05,0.01386,2e-05,0.01229,0.0,0.04663,0.1693,20.3228,6.567310000000001,0.00451,0.02032,0.05643,0.26637,0.03386,8.56672,39.81556,0.00242,0.00182,0.02108,4609.57041,0.58502,0.01142,0.54255,413.18300000000005,26.5367,2.1726400000000003,0.48715,0.36729,0.04324,6.7551,6.56531,0.0
204,PER,2014.0,111.0,,,,,1,4117,9.0,111.0,1,6752.0,9.0,67.29,1633.0,2.0,16.27,880521152.0,0.0,0.0,0.0,215.0,87.5944,0.0,0.0,33.0,3.0,8.0,420.62108,1371.15268,0.97251,0.12827,0.10303,8229169.64486,0.00025,0.00295,0.00017,0.0,0.00542,0.0001,0.0026100000000000003,0.0,0.0,0.0,2.26316,0.92205,0.0,0.0,0.34737,0.031580000000000004,0.08421000000000001,4.42759,14.43319,0.01024,0.00135,0.00108,9156.99416,0.73453,0.00038,0.02414,882.9478,35.60740999999999,3.01766,0.45302,0.32862,0.02777,15.626170000000002,15.626170000000002,0.00103
205,PER,2015.0,3000.0,,,,,1,4220,21.0,35.0,2,1872.0,8.0,77.19,318.0,1.0,13.11,766761600.0,0.0,0.0,0.0,106.0,40.14829,0.0,0.0,17.0,2.0,8.0,147.2437,719.32185,0.0,0.12818,0.10303,17039146.666670002,0.00061,0.0034700000000000004,0.00025,0.0,0.00627,0.0,0.00322,0.0,0.0,0.0,2.78947,1.05653,0.0,0.0,0.44737,0.05263,0.21053,3.87483,18.92952,0.0,0.00337,0.00271,9898.00972,0.7356,0.00033,0.01351,360.8759,20.2799,1.75584,0.45395,0.32566,0.02694,15.333329999999998,15.333329999999998,0.00081
206,PER,2016.0,12138.0,,,,,1,4326,18.0,10.0,1,57837.0,8.0,40.43,54546.0,7.0,38.13,9647568896.0,0.0,0.03508,24.0,1109.0,483.59901,1.0,25.0,321.0,29.0,60.0,1503.92904,10436.49537,0.93079,1.23778,0.93027,12545603.24577,0.00022,0.00222,0.00026000000000000003,0.0001,0.00381,1e-05,0.00195,0.0,5e-05,0.03514,1.62372,0.70805,0.00146,0.0366,0.46999,0.042460000000000005,0.08785,2.20195,15.28037,0.00136,0.00181,0.00136,7760.3199,0.74327,0.00107,0.04767,620.9186599999998,14.17331,1.2054200000000002,0.47255,0.42293,0.03663,16.085829999999998,16.085829999999998,0.00088
207,PER,2018.0,249.0,PER.22_1,PER.22.10_1,1.0,1.0,1,4569,30.0,20.0,1,59033.0,8.0,11.82,35954.0,5.0,7.2,2572642560.0,0.0,0.0,2.0,322.0,136.97048999999998,3.0,3.0,96.0,15.0,21.0,904.68455,5699.01706,0.17866,0.92848,0.38672,14617287.272729997,0.0007099999999999999,0.00315,0.0004,0.00021,0.01031,1e-05,0.0041600000000000005,0.0,0.0,0.0146,2.35036,0.99978,0.0219,0.0219,0.70073,0.10949,0.15328,6.60354,41.59866,0.0013,0.00678,0.00282,6265.89915,0.74445,0.00183,0.11913,3836.20377,6.00251,0.51334,0.50243,0.30547,0.10203,14.97727,14.97727,0.0
208,PHL,2013.0,9465.0,PHL.79_1,PHL.52.25_1,1.0,1.0,1,4016,27.0,6.0,1,12556.0,246.0,20516.34,8913.0,174.0,14563.73,809697984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,184.82108,889.50139,0.0,0.33086,0.07797,53979865.6,0.00193,0.0,0.0001,0.0,0.01655,0.0,0.00514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333,0.16667,0.08333,15.40176,74.12512,0.0,0.02757,0.0065,4239.19062,0.46166,0.00732,0.10376,17.27451,35.3652,3.11009,0.48943,0.37053,0.04527,0.0,0.0,0.0008900000000000002
209,PHL,2014.0,729.0,"PHL.44_1,PHL.53_1",,2.0,,1,4189,20.0,22.0,1,45787.0,131.0,439.55,42152.0,120.0,404.65,3042852352.0,0.0,0.0,0.0,58.0,22.54466,0.0,1.0,9.0,16.0,22.0,145.79763,2130.78172,0.0,1.3199299999999998,4.26703,98156527.48387,0.00984,0.00319,0.00249,0.0001,0.01966,0.0,0.01031,0.0,0.0,0.0,2.5217400000000003,0.9802,0.0,0.04348,0.3913,0.69565,0.95652,6.33903,92.64268,0.0,0.05739,0.18552,4428.0378,0.39787,0.01098,0.3031,8.3741,10.81501,0.91642,0.48732,0.43637,0.01404,5.59375,5.59375,0.00084
210,PHL,2014.0,7276.0,,,,,1,4217,14.0,22.0,1,11589141.0,508.0,3195.34,9347461.0,410.0,2577.27,439884447744.0,34.56343,7.3832,14130.0,18823.0,6811.2881,72.0,517.0,302.0,1344.0,3066.0,15030.9331,126405.68587,20.53916,114.23191,41.25115,249792417.79898,0.00675,0.0171,0.00306,0.00121,0.0207,0.00017,0.01591,0.0251,0.00536,10.26144,13.669570000000002,4.94647,0.05229,0.37545,0.21932,0.97603,2.22658,10.91571,91.79788,0.01492,0.08296,0.029960000000000007,5120.02158,0.61963,0.00927,0.17135999999999998,30.72932,17.7465,1.5104799999999998,,,,3.4382900000000003,3.4382900000000003,0.00049
211,PHL,2017.0,135.0,PHL.67_1,"PHL.28.15_1,PHL.36.41_1,PHL.50.7_1,PHL.67.2_1",1.0,4.0,1,4485,30.0,2.0,1,1944.0,138.0,11926.38,2600.0,185.0,15950.92,211964032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,70.79456,188.58482,0.0,0.31137,0.0,35327338.66667,0.0035700000000000007,0.0,0.00041,0.0,0.01066,0.0,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,17.69864,47.14621,0.0,0.07783999999999999,0.0,4914.073570000001,0.44859,0.00599,0.26313000000000003,10.89286,22.82589,1.96462,0.47602,0.39534,0.02764,15.333329999999998,15.333329999999998,0.00038
212,PHL,2017.0,11370.0,PHL.72_1,PHL.44.30_1,1.0,1.0,1,4485,9.0,2.0,1,0.0,0.0,0.0,2659.0,52.0,104.54,188888544.0,0.0,0.0,0.0,32.0,13.15849,0.0,0.0,0.0,0.0,0.0,15.789420000000002,267.2172,0.0,0.21449,0.0,94444272.0,0.0073700000000000015,0.02097,0.0,0.0,0.02197,0.0,0.01532,0.0,0.0,0.0,16.0,6.57924,0.0,0.0,0.0,0.0,0.0,7.894710000000001,133.6086,0.0,0.10725,0.0,4914.07324,0.54157,0.02781,0.61426,8.03186,1.42034,0.12373,0.48625,0.36982,0.02023,7.0,7.0,0.00055
213,PHL,2017.0,23815.0,PHL.53_1,,1.0,,1,4485,9.0,2.0,1,18362.0,201.0,752.42,22709.0,249.0,930.54,929738176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,29.59872,736.1279400000002,0.0,0.42886,0.0,116217272.0,0.00421,0.0,0.00575,0.0,0.01896,0.0,0.00812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.28571,4.22839,105.16113,0.0,0.06127000000000001,0.0,4914.07373,0.4422,0.01939,0.50605,5.24382,5.48352,0.42661,0.48677,0.42236,0.01612,7.0,7.0,0.00053
214,PRY,2013.0,28000.0,,,,,1,4075,10.0,11.0,1,191184.0,13.0,36.88,310130.0,21.0,59.82,30548596736.0,0.96842,0.44477,200.0,4114.0,1665.65821,280.0,144.0,198.0,190.0,929.0,2417.52688,29380.789630000007,29.79029,4.56687,5.40993,34793390.35991,0.0007599999999999999,0.007809999999999998,0.00103,0.0034100000000000003,0.0088,0.00043,0.00692,0.00139,0.00064,0.28612,5.88555,2.38292,0.40057,0.20601,0.28326,0.27182,1.32904,3.45855,42.0326,0.04262,0.006529999999999999,0.00774,8297.25626,0.69984,0.0020800000000000003,0.11577,102.69573,7.03437,0.59195,0.48067,0.33012,0.05948,8.09339,8.09339,0.0006
