,ISO3,year,disasterno,total_deaths,no_injured,no_affected_EMDAT,no_homeles,total_affected_EMDAT,total_damages_(000_USD),idx,GFD_matches,GFD_matches_nr,GFD_matches_time_dif,GFD_duration,matching_type,pop_affected_sum_GHSL,pop_affected_mean_GHSL,pop_density_GHSL,pop_affected_sum_GPW,pop_affected_mean_GPW,pop_density_GPW,GDP_affected_sum,cable_affected_sum,plant_affected_sum,power_pole_affected_sum,power_tower_affected_sum,line_affected_sum,mast_affected_sum,communication_tower_affected_sum,doctors_affected_sum,hospital_affected_sum,pharmacy_affected_sum,primary_road_affected_sum,tertiary_road_affected_sum,reservoir_affected_sum,school_affected_sum,university_affected_sum,GDP_affected_mean,education_affected_mean,energy_affected_mean,health_affected_mean,telecommunication_affected_mean,transportation_affected_mean,water_affected_mean,CISI_global_affected_mean,cable_affected_mean,plant_affected_mean,power_pole_affected_mean,power_tower_affected_mean,line_affected_mean,mast_affected_mean,communication_tower_affected_mean,doctors_affected_mean,hospital_affected_mean,pharmacy_affected_mean,primary_road_affected_mean,tertiary_road_affected_mean,reservoir_affected_mean,school_affected_mean,university_affected_mean,GDPpc_mean,HDI_mean,urbanization_mean,landuse_total_mean,elevation_mean,roughness_mean,slope_mean,female_mean,pop_0_14_mean,pop_65_plus_mean,FLOPROS_merged_mean,FLOPROS_modeled_mean,forest_cover_mean
324,RUS,2007.0,2007-0180,,,14000.0,,14000.0,25752.0,0.0,1,3075,8.0,31.0,1,225519.0,0.0,4.23,92220.0,0.0,1.73,22632144896.0,7.95637,2.7465200000000003,348.0,12491.0,6230.2553,7.0,106.0,14.0,92.0,89.0,2853.79677,23088.90504,24.88752,0.7410800000000001,0.04606,817251.46774,1e-05,0.00091,1e-05,1e-05,0.0003,1e-05,0.00042,0.00038,0.00013000000000000002,0.016659999999999998,0.59814,0.29834,0.00034,0.00508,0.00067,0.00441,0.00426,0.13666,1.10563,0.00119,4e-05,0.0,30402.50287,0.77573,7e-05,0.0,259.60594,20.78381,1.93873,0.5139600000000001,0.21768,0.05671,44.96425,44.96425,0.00079
325,IDN,2011.0,2011-0603,10.0,,54.0,,54.0,,0.0,1,3888,6.0,17.0,1,4.0,0.0,6.5,500.0,100.0,812.31,229830720.0,0.0,0.0,0.0,25.0,9.0335,0.0,0.0,0.0,0.0,0.0,11.32582,271.84107,0.00191,0.0,0.0,114915360.0,0.0,0.03019,0.0,0.0,0.05293,2e-05,0.02352,0.0,0.0,0.0,25.0,9.0335,0.0,0.0,0.0,0.0,0.0,11.32582,271.84107,0.00191,0.0,0.0,5482.8198200000015,0.67452,0.02174,0.32336,185.8,7.925,0.57843,0.4921100000000001,0.28063,0.0707,100.0,18.0,0.0
326,COL,2009.0,2009-0035,23.0,,31250.0,,31250.0,,0.0,1,3452,10.0,4.0,1,127975.0,126.0,763.0,15245.0,15.0,90.89,3243405056.0,0.0,0.00129,10.0,935.0,397.28065,1.0,4.0,2.0,25.0,30.0,284.76773,3011.51591,0.03845,0.19375,0.32082,27486483.525420006,0.00029,0.01182,0.00019,0.00016,0.00771,0.0,0.00648,0.0,1e-05,0.09524,8.904760000000003,3.783630000000001,0.00952,0.0381,0.01905,0.2381,0.28571,2.71207,28.6811,0.00037,0.00185,0.00306,10856.3697,0.695,0.0012,0.04286,86.54592,6.8505600000000015,0.5539999999999999,0.52258,0.32526,0.09681,13.48,13.48,0.00058
327,THA,2007.0,2007-0446,10.0,,17000.0,,17000.0,,0.0,1,3188,4.0,66.0,2,268017.0,90.0,249.1,275321.0,93.0,255.89,9011902464.0,0.0,0.0,1.0,1830.0,675.57349,1.0,28.0,5.0,51.0,17.0,1439.70335,20036.47753,255.18603,9.39203,0.01521,49245368.65574,0.00421,0.014180000000000003,0.00035,0.00047,0.03003,0.01542,0.01961,0.0,0.0,0.00633,11.58228,4.27578,0.00633,0.17722000000000002,0.03165,0.32278,0.10759,9.11205,126.81315,1.6151,0.05944,0.0001,4223.75751,0.68183,0.00615,0.40907,109.62455,6.3625,0.5058699999999999,0.5103300000000001,0.19211,0.09463,15.74317,15.74317,7e-05
328,IND,2007.0,2007-0311,,,,,,,0.0,6,"[3118, 3119, 3120, 3122, 3128, 3136]",7.0,47.83333333333334,2,56844.0,386.0,1739.73,47411.0,322.0,1451.03,4062604032.0,0.0,0.0,0.0,1391.0,427.44293,0.0,0.0,4.0,57.0,1.0,362.91791,1090.08808,10.7128,0.13912,0.0,140089794.2069,0.00161,0.061,0.00147,0.0,0.02074,0.00409,0.02986,0.0,0.0,0.0,55.64,17.097720000000002,0.0,0.0,0.16,2.28,0.04,14.51672,43.60352,0.4285100000000001,0.00556,0.0,2223.48693,0.48791,0.00886,0.6694399999999999,277.34184,16.957060000000002,1.34926,0.48279,0.3754,0.05039,98.27586,6.82759,0.0
329,ECU,2006.0,2006-0093,16.0,,57670.0,,57670.0,2800.0,0.0,1,2802,14.0,79.0,1,521497.0,92.0,317.89,787293.0,139.0,479.91,38128316416.0,0.80406,0.5986199999999999,383.0,1659.0,671.03733,3.0,70.0,133.0,192.0,817.0,2032.0500600000007,16185.053930000002,3.96624,4.70816,2.68074,154365653.50607,0.00249,0.01099,0.00263,0.00095,0.01897,0.00021,0.01128,0.00425,0.00317,2.02646,8.77778,3.55046,0.01587,0.37037,0.7037,1.01587,4.32275,10.75159,85.63521,0.02099,0.02491,0.014180000000000003,8316.62702,0.6958300000000001,0.00967,0.14035999999999998,9.60957,7.9873,0.6334,0.4875,0.33666,0.07617,15.70703,15.70703,0.00047
330,LKA,2007.0,2007-0012,18.0,,35000.0,,35000.0,,0.0,1,3016,11.0,4.0,1,77.0,25.0,312.46,8.0,2.0,32.46,56293056.0,0.0,0.00477,0.0,72.0,32.090720000000005,0.0,0.0,0.0,0.0,0.0,30.08551,84.24557,22.26182,0.008759999999999999,0.0,28146528.0,0.0003,0.04977,0.0,0.0,0.019,0.10629,0.05966000000000001,0.0,0.00239,0.0,36.0,16.045360000000002,0.0,0.0,0.0,0.0,0.0,15.04275,42.12278,11.13091,0.004379999999999999,0.0,5124.54932,0.731,0.0115,0.22379,254.33333,61.6875,4.89876,0.5191100000000001,0.29083000000000003,0.09676,7.0,7.0,0.0001
331,CHN,2002.0,2002-0691,,,50000.0,,50000.0,,0.0,1,2079,18.0,5.0,1,4884543.0,779.0,2616.93,3802870.0,607.0,2037.41,67709087744.0,1.0963,1.30037,17.0,14080.0,4768.28835,13.0,10.0,0.0,111.0,25.0,12695.17742,21611.45307,75.9381,23.02858,5.83052,194566344.09195,0.00869,0.05656,0.00025,0.00041,0.054820000000000015,0.00253,0.038860000000000006,0.00378,0.00448,0.05862000000000001,48.55172,16.44237,0.04483,0.034480000000000004,0.0,0.38276,0.08621000000000001,43.77647,74.52225,0.26186,0.07941000000000001,0.02011,3191.51724,0.64045,0.01331,0.13595,51.69814,26.50091,2.1175200000000003,0.47322,0.15883,0.07923999999999999,49.51149,31.778740000000006,0.00021
332,ARG,2009.0,2009-0509,7.0,,30618.0,,30618.0,,0.0,2,"[3572, 3577]",6.5,12.5,2,231453.0,6.0,18.97,438076.0,12.0,35.91,49923768320.0,24.38755,3.2920199999999995,510.0,11240.0,3668.65015,103.0,59.0,114.0,240.0,500.0,4774.91565,44659.99844,4.80728,3.28351,1.50713,31047119.601990003,0.00026000000000000003,0.01039,0.00049,0.0007,0.00829,4e-05,0.00643,0.01911,0.0025800000000000003,0.39969,8.80878,2.87512,0.08072,0.04624,0.08934,0.18809,0.39185,3.7421,35.0,0.00377,0.00257,0.00118,11519.49254,0.78879,0.0034100000000000003,0.16465,45.13223,3.53535,0.26968000000000003,0.50478,0.28944000000000003,0.0891,17.75,17.75,0.00061
333,MKD,2003.0,2003-0033,2.0,,4000.0,,4000.0,,0.0,1,2174,16.0,45.0,2,40938.0,487.0,8312.79,11784.0,140.0,2392.84,5225724416.0,0.0,0.0,2.0,151.0,86.29401999999997,1.0,0.0,8.0,39.0,71.0,139.66984,1584.54097,0.0,0.92009,0.6219600000000001,248844019.80952,0.01172,0.01771,0.00307,0.0005200000000000001,0.03465,0.0,0.02182,0.0,0.0,0.14286,10.78571,6.16386,0.07143,0.0,0.57143,2.78571,5.07143,9.97642,113.1815,0.0,0.06572,0.04443,11275.64658,0.0,0.02076,0.25389,475.57887,93.36161,7.913689999999999,0.49063,0.21557,0.09434,16.52381,16.52381,0.00041
334,KAZ,2001.0,2001-0774,,,3668.0,,3668.0,,0.0,1,1725,7.0,27.0,1,6563.0,19.0,73.11,2413.0,6.0,26.88,1684769792.0,0.0,0.02219,16.0,61.0,25.61265,0.0,0.0,1.0,20.0,46.0,106.95653,1335.41135,0.28695,0.39069,0.02188,49552052.70588,0.00223,0.00267,0.00236,0.0,0.01211,9e-05,0.006229999999999999,0.0,0.00072,0.51613,1.96774,0.82621,0.0,0.0,0.032260000000000004,0.6451600000000001,1.48387,3.45021,43.07779,0.00926,0.0126,0.0007099999999999999,9790.20129,0.7,0.00184,0.30037,354.38152,16.6692,1.45819,0.52542,0.19278,0.09896,16.0,16.0,1e-05
335,GTM,2011.0,2011-0386,43.0,18.0,528735.0,,528753.0,61913.0,0.0,1,3871,0.0,22.0,1,220209.0,67.0,171.28,65046.0,19.0,50.59,4263038976.0,0.0,0.09821,136.0,454.0,162.49118,2.0,30.0,7.0,21.0,77.0,583.43372,6879.41215,0.05324,0.18174,0.06782,20203976.18957,8e-05,0.00292,0.00024,0.00045,0.00822,0.0,0.00353,0.0,0.00054,0.75138,2.50829,0.89774,0.01105,0.16575,0.03867,0.11602,0.42541,3.22339,38.0078,0.00029,0.001,0.00037,4709.06487,0.61841,0.00743,0.19436,160.21057,10.32565,0.86369,0.50371,0.43232,0.06922,5.7156,5.7156,0.00035
336,IND,2007.0,2007-0596,15.0,,500000.0,,500000.0,,0.0,1,3150,5.0,24.0,2,753199.0,250.0,624.05,915601.0,304.0,758.6,16168115200.0,0.0,0.0,0.0,2710.0,750.37105,0.0,0.0,26.0,189.0,0.0,1092.68234,6418.0455,0.46511,0.21499,1.26691,137017925.42373002,0.001,0.03415,0.00156,0.0,0.02224,5e-05,0.0194,0.0,0.0,0.0,29.13978,8.06851,0.0,0.0,0.27957,2.03226,0.0,11.74927,69.01124,0.005,0.00231,0.013619999999999998,3101.269860000001,0.43744,0.01084,0.41316,6.36249,3.06996,0.22788000000000005,0.49274,0.2539,0.07436,78.9916,6.31933,0.0
337,THA,2007.0,2007-0181,,,1000.0,,1000.0,,0.0,1,3073,6.0,10.0,1,32715.0,27.0,112.68,88630.0,74.0,305.27,7454108672.0,0.0,0.04562,0.0,3014.0,1160.4991,1.0,2.0,3.0,28.0,12.0,1088.5991800000004,13049.96824,1.7495,8.77844,4.0349900000000005,65386918.17544001,0.0072,0.0373,0.00019,0.00012,0.02985,0.00016,0.0235,0.0,0.00045,0.0,29.54902,11.37744,0.0098,0.01961,0.02941,0.27451,0.11765,10.67254,127.94087,0.01715,0.08606,0.039560000000000005,5788.86075,0.7,0.00519,0.46506,71.462,4.58276,0.33507,0.51348,0.19678,0.10469,16.64035,16.64035,6e-05
338,IND,2000.0,2000-0610,884.0,,24600000.0,,24600000.0,691500.0,0.0,1,1641,9.0,33.0,1,5112572.0,603.0,2563.07,6157781.0,726.0,3087.07,48094924800.0,0.59587,0.0,187.0,14587.0,4493.0866700000015,2.0,2.0,1.0,251.0,13.0,2379.3391,8040.33743,0.30112,0.95261,2.05486,157688278.03278998,0.00082,0.06917000000000001,0.00066,8e-05,0.0199,1e-05,0.03155,0.00257,0.0,0.80603,62.875,19.36675,0.008620000000000001,0.008620000000000001,0.0043100000000000005,1.0819,0.05603,10.25577,34.65663,0.0013,0.00411,0.00886,2067.45246,0.48277,0.00855,0.6763399999999999,27.4833,3.72125,0.27371,0.48317,0.33703,0.04452,98.19672,9.76393,0.0
339,POL,2010.0,2010-0380,3.0,,700.0,,700.0,,0.0,1,3698,12.0,12.0,1,197.0,10.0,193.26,739.0,41.0,724.99,909176576.0,0.62376,0.00014,238.0,555.0,176.56936000000005,8.0,4.0,1.0,0.0,8.0,58.33716999999999,581.41831,0.05944,0.00905,0.032760000000000004,151529429.33333,0.00064,0.12788,0.0006900000000000001,0.0113,0.04374,0.00061,0.06771,0.10396,2e-05,39.66667,92.5,29.42823,1.33333,0.66667,0.16667,0.0,1.33333,9.72286,96.90305,0.00991,0.00151,0.00546,26138.58073,0.8292299999999999,0.00758,0.33646,185.15278,11.41319,0.97522,0.5017699999999999,0.14858,0.12793,200.0,55.0,0.0008900000000000002
340,HND,2007.0,2007-0543,1.0,,500.0,,500.0,,0.0,1,3220,14.0,34.0,2,53013.0,121.0,732.7,22472.0,51.0,310.59,903662976.0,0.0,0.0,0.0,154.0,60.01359,0.0,1.0,12.0,4.0,26.0,108.95962,1443.17522,0.02398,0.1771,0.08753,21015418.04651,0.00053,0.00557,0.00042,7e-05,0.00765,1e-05,0.00445,0.0,0.0,0.0,4.66667,1.81859,0.0,0.0303,0.36364,0.12120999999999997,0.78788,3.30181,43.73258,0.00073,0.005370000000000001,0.00265,4182.2747100000015,0.597,0.0021100000000000003,0.0942,6.16553,10.38413,0.8945799999999999,0.5774600000000001,0.47672,0.18879,3.46667,3.46667,0.00045
341,CUB,2007.0,2007-0498,,,18000.0,,18000.0,,0.0,1,3218,18.0,13.0,1,226453.0,92.0,583.94,95701.0,38.0,246.78,24300683264.0,0.0,0.19543,323.0,2502.0,725.4707900000002,10.0,11.0,73.0,118.0,75.0,656.37487,8232.824920000001,0.95267,3.3712,1.49247,117394605.1401,0.00191,0.01465,0.0006900000000000001,0.00054,0.01359,5e-05,0.01112,0.0,0.00115,1.9,14.71765,4.26748,0.05882,0.06471,0.42941,0.69412,0.44118,3.86103,48.42838,0.0056,0.01983,0.00878,17081.41184,0.7709999999999999,0.00405,0.1847,17.038220000000006,10.20419,0.87564,0.50944,0.21636,0.15477,10.31604,10.31604,0.00029
342,IND,2005.0,2005-0746,10.0,,2000.0,,2000.0,,0.0,4,"[2680, 2686, 2689, 2690]",4.0,22.5,2,308891.0,94.0,446.67,427458.0,130.0,618.12,33394233344.0,0.0,0.01494,9.0,18897.0,5537.67551,1.0,6.0,52.0,506.0,16.0,2985.34236,21092.80361,81.15626999999998,2.16462,8.880980000000003,55564448.15973,0.001,0.04009,0.00082,4e-05,0.01082,0.00154,0.01819,0.0,3e-05,0.01789,37.56859,11.0093,0.00199,0.01193,0.10338,1.00596,0.031810000000000005,5.93507,41.934,0.16134,0.0043,0.01766,4010.21963,0.67624,0.00476,0.35412,2230.96248,74.76443,6.13065,0.46661,0.26769,0.0625,98.2396,6.9584,3e-05
343,VEN,2002.0,2002-0445,4.0,,55376.0,,55376.0,3000.0,0.0,2,"[1977, 1996]",7.5,7.0,2,126245.0,2.0,7.92,205182.0,4.0,12.87,10267216896.0,0.0,0.00154,15.0,4119.0,1551.36084,14.0,57.0,8.0,26.0,14.0,1743.25196,12046.4454,3.89268,0.70145,0.48438,4419809.25355,4e-05,0.00268,1e-05,0.00012,0.00154,2e-05,0.0014,0.0,0.0,0.00788,2.1633400000000003,0.81479,0.00735,0.02994,0.0042,0.01366,0.00735,0.91557,6.32691,0.00204,0.00037,0.00025,10020.65691,0.64566,0.00085,0.01998,83.8053,7.146719999999998,0.5320699999999999,0.4840600000000001,0.35614,0.04183,15.76768,15.76768,0.00075
344,ROU,2002.0,2002-0447,4.0,,4500.0,,4500.0,,0.0,1,1995,12.0,4.0,1,86312.0,93.0,361.71,37278.0,40.0,156.22,8277151232.0,0.0,0.15616,1411.0,3057.0,623.79944,6.0,7.0,11.0,33.0,114.0,621.63098,4280.87277,10.74472,0.44965,0.13003,118245017.6,0.00093,0.04836,0.00195,0.00097,0.02547,0.0016600000000000002,0.02814,0.0,0.0026,23.51667,50.95,10.39666,0.1,0.11667,0.18333,0.55,1.9,10.36052,71.34788,0.17908,0.007490000000000002,0.00217,13316.33929,0.71072,0.00615,0.56955,14.28859,5.71121,0.51931,0.6925899999999999,0.50762,0.47309,38.88,13.57333,6e-05
345,BGD,2010.0,2010-0269,,,75000.0,,75000.0,,0.0,1,3662,9.0,11.0,2,2483162.0,399.0,816.6,2974536.0,478.0,978.19,13063496704.0,5.08629,0.02545,59.0,574.0,207.42308,0.0,8.0,0.0,47.0,30.0,330.68612,6679.411,0.013,0.09202,0.0,104507973.632,8e-05,0.00735,0.00048,0.0002,0.01402,0.0,0.006520000000000001,0.052979999999999985,0.00027,0.61458,5.97917,2.16066,0.0,0.08333,0.0,0.48958,0.3125,3.44465,69.5772,0.00014,0.00096,0.0,2005.29225,0.54635,0.0067,0.5440699999999999,8.568060000000001,2.78968,0.18533,0.50031,0.41584,0.04902,52.4,2.208,6e-05
346,PHL,2011.0,2011-0221,31.0,,121005.0,,121005.0,251.0,0.0,1,3820,1.0,16.0,1,2736179.0,608.0,1804.75,2492248.0,554.0,1643.86,73794682880.0,3.09305,3.4478800000000005,4187.0,4363.0,1528.50431,26.0,98.0,93.0,376.0,780.0,3037.96807,34420.88358,9.77541,24.61271,12.29688,252721516.71233,0.00902,0.02222,0.0043,0.0017,0.02865,0.00049,0.021730000000000003,0.01327,0.0148,17.96996,18.72532,6.5601,0.11159,0.4206,0.39914,1.61373,3.34764,13.03849,147.72911000000005,0.04195,0.10563,0.05278,4424.75599,0.61465,0.01835,0.25915,85.74929,12.3561,1.04024,0.5136,0.38679,0.08227999999999999,5.79402,5.79402,0.00027
347,BEN,2009.0,2009-0468,3.0,,59419.0,,59419.0,,0.0,1,3534,2.0,23.0,1,425.0,141.0,7560.93,159.0,53.0,2828.68,20964952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,16.71302,148.81913,0.0,0.26896,0.0,10482476.0,0.00924,0.0,0.00061,0.00119,0.013030000000000002,0.0,0.00706,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,8.35651,74.40956,0.0,0.13448,0.0,1726.3464399999998,0.451,0.00284,0.28857,1.47917,2.97917,0.2243,0.51008,0.40923,0.05115,2.0,2.0,7e-05
348,MLI,2001.0,2001-0524,2.0,,3500.0,,3500.0,,0.0,1,1793,10.0,52.0,1,96305.0,32.0,85.01,81471.0,27.0,71.92,672384256.0,0.0,0.030560000000000007,28.0,327.0,118.94789,1.0,15.0,18.0,17.0,43.0,247.92777,13225.93966,380.7043,0.55132,0.5072,3909210.7907,0.00045,0.00279,0.00038,0.0003,0.01655,0.02525,0.01445,0.0,0.00021,0.19444,2.27083,0.8260299999999999,0.006940000000000001,0.10417,0.125,0.11805999999999997,0.29861,1.72172,91.8468,2.64378,0.00383,0.00352,1138.6111,0.30837,0.00185,0.14476,293.39945,4.28476,0.34565,0.50595,0.48641,0.03544,2.0,2.0,2e-05
349,SSD,2012.0,2012-0473,15.0,,3000.0,,3000.0,,0.0,1,3991,2.0,26.0,2,41797.0,21.0,109.59,28620.0,14.0,75.04,2417623808.0,0.0,0.0,0.0,84.0,34.04905,0.0,6.0,3.0,14.0,0.0,354.07047,2510.50527,0.09608,0.00184,0.0,9054770.81648,0.0,0.00049,7e-05,6e-05,0.0031100000000000004,0.0,0.001,0.0,0.0,0.0,0.375,0.152,0.0,0.02679,0.01339,0.0625,0.0,1.58067,11.20761,0.00043,1e-05,0.0,3793.91058,0.41772,0.00155,0.04593,407.43528,2.32391,0.16813,0.47656,0.45814,0.02817,2.04494,2.04494,0.00022
350,PAK,2007.0,2007-0249,228.0,186.0,,,186.0,,0.0,1,3112,20.0,24.0,1,3751.0,416.0,14557.94,3796.0,421.0,14732.59,4800218112.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,3.0,26.59342,279.77936,0.0,0.10943,0.0,1600072704.0,0.00735,0.00023,0.00246,0.00119,0.035039999999999995,0.0,0.01386,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4.0,1.5,13.29671,139.88968,0.0,0.054720000000000005,0.0,4573.66764,0.52369,0.06954,0.0579,10.66667,3.86111,0.27434000000000003,0.52076,0.42038,0.13882,4.0,4.0,1e-05
351,KEN,2011.0,2011-0423,8.0,,4000.0,,4000.0,,0.0,1,3863,12.0,19.0,1,62604.0,16.0,22.69,41991.0,11.0,15.22,587672448.0,0.0,0.0,0.0,91.0,29.4602,1.0,0.0,0.0,17.0,60.0,75.46328000000003,2219.9650300000008,0.0,0.53664,0.01952,6319058.58065,0.0005200000000000001,0.00129,0.0005099999999999999,9e-05,0.00488,0.0,0.00216,0.0,0.0,0.0,1.1375,0.36825,0.0125,0.0,0.0,0.2125,0.75,0.94329,27.74956,0.0,0.00671,0.00024,1523.23219,0.536,0.00092,0.04533,519.06961,2.73368,0.24074,0.48736,0.45613,0.026160000000000003,2.0,2.0,3e-05
352,SEN,2012.0,2012-0318,19.0,,57000.0,,57000.0,10000.0,0.0,1,3971,16.0,5.0,2,139719.0,185.0,1484.46,138571.0,183.0,1472.27,4127471872.0,0.0,0.36622,680.0,413.0,115.79349,2.0,13.0,113.0,35.0,322.0,260.78989,5556.43635,0.00257,2.8252900000000003,0.99529,85988997.33333,0.00757,0.01302,0.00477,0.0013,0.02859,2e-05,0.017130000000000003,0.0,0.01046,19.42857,11.8,3.30839,0.05714,0.37143,3.22857,1.0,9.2,7.45114,158.75531999999995,7e-05,0.08072,0.02844,2185.04639,0.474,0.00881,0.22087,1.4423,2.76614,0.21252,0.53661,0.4713,0.09101,3.625,3.625,1e-05
353,ITA,2002.0,2002-0740,2.0,,10000.0,,10000.0,350000.0,0.0,1,2099,11.0,11.0,1,388420.0,326.0,2300.29,390634.0,328.0,2313.4,110534508544.0,64.71085,1.6508900000000002,5539.0,9770.0,2742.09622,219.0,96.0,109.0,130.0,1091.0,2678.30411,22471.0062,1.08356,8.823269999999997,1.52548,1073150568.38835,0.01434,0.12892,0.01007,0.02027,0.08154,0.00017,0.0862,0.71901,0.01834,61.54444,108.55556,30.467740000000006,2.43333,1.06667,1.21111,1.44444,12.12222,29.75893,249.67785,0.01204,0.09804,0.01695,44926.15049,0.85657,0.03833,0.43646,47.51973,10.64746,0.8662799999999999,0.49613,0.11912,0.25015,45.48544,45.48544,0.00029
354,BGR,2012.0,2012-0033,5.0,,37950.0,,37950.0,4400.0,0.0,1,3896,1.0,5.0,1,4405.0,31.0,160.98,3385.0,24.0,123.71,221439488.0,0.0,3.40743,292.0,1109.0,283.81671,0.0,5.0,6.0,6.0,29.0,78.27275999999998,1409.0931,8.94173,0.33583,0.01054,18453290.66667,0.0041,0.08263,0.00093,0.00079,0.02204,0.0057,0.04019,0.0,0.22716,19.46667,73.93333,18.92111,0.0,0.33333,0.4,0.4,1.93333,5.21818,93.93954,0.59612,0.02239,0.0007,11372.26823,0.76542,0.00627,0.33852,271.60236000000003,43.91123,3.91254,0.50646,0.15504,0.17339000000000002,17.08333,17.08333,0.00013000000000000002
355,BEN,2012.0,2012-0320,4.0,,55000.0,,55000.0,,0.0,1,3994,6.0,30.0,1,28806.0,64.0,190.32,12462.0,28.0,82.34,386474624.0,0.0,0.0,47.0,0.0,0.0,0.0,7.0,1.0,5.0,0.0,75.96338,690.97234,0.0,0.66491,0.0,16103109.333329998,0.00254,0.00098,0.00024,0.00093,0.01356,0.0,0.00496,0.0,0.0,2.61111,0.0,0.0,0.0,0.38889,0.055560000000000005,0.27778,0.0,4.2201900000000006,38.38735,0.0,0.03694,0.0,1899.79671,0.41592,0.00271,0.51372,163.25378999999995,3.3370800000000003,0.25849,0.5025,0.50529,0.02275,2.16667,2.16667,0.00015
356,URY,2007.0,2007-0183,2.0,,110000.0,9200.0,119200.0,45000.0,0.0,1,3071,1.0,21.0,1,175823.0,13.0,37.82,172743.0,13.0,37.16,29811382272.0,3.79083,0.8227,2371.0,3430.0,1495.4429300000004,0.0,36.0,13.0,61.0,371.0,1064.39874,9740.69003,142.01748,0.90161,0.52381,51845882.21217001,0.0002,0.01043,0.00043,0.00019,0.00564,0.00297,0.006520000000000001,0.008329999999999999,0.00181,5.21099,7.5384600000000015,3.28669,0.0,0.07912000000000001,0.02857,0.13407,0.81538,2.33934,21.40811,0.31213,0.00198,0.00115,10989.83826,0.76961,0.00409,0.09581,43.65284000000001,5.25548,0.4186,0.42331,0.21413,0.12141,42.74182,42.74182,0.00046
357,ZMB,2010.0,2010-0116,,,1200.0,,1200.0,,0.0,1,3616,2.0,16.0,1,56783.0,7.0,16.34,34497.0,4.0,9.93,1353370752.0,0.0,0.006790000000000001,0.0,1294.0,414.24376,3.0,8.0,1.0,7.0,7.0,212.21391,3267.36483,6.79295,1.4261,0.10103,4076417.92771,0.00041,0.00535,3e-05,0.00015,0.00279,0.00023,0.0029,0.0,2e-05,0.0,4.62143,1.47944,0.01071,0.02857,0.0035700000000000007,0.025,0.025,0.7579100000000001,11.66916,0.02426,0.00509,0.00036,3104.4245100000007,0.5340600000000001,0.00262,0.04037,843.14999,4.07536,0.32736,0.5108699999999999,0.48621,0.03602,5.96386,5.6927699999999986,0.00022
358,IND,2001.0,2001-0332,100.0,,9670000.0,,9670000.0,90000.0,0.0,1,1747,1.0,33.0,1,526387.0,453.0,2062.44,412193.0,355.0,1615.02,4303684096.0,0.0,0.0,0.0,2079.0,607.74726,0.0,0.0,6.0,66.0,6.0,705.7248900000002,2477.30943,0.06017,0.09216,0.0,55175437.12821,0.00031,0.03404,0.00061,0.0,0.01599,1e-05,0.01687,0.0,0.0,0.0,31.02985,9.07085,0.0,0.0,0.08955,0.98507,0.08955,10.53321,36.97477,0.0009,0.0013800000000000002,0.0,1789.42768,0.40351,0.00974,0.52476,38.41139,5.8754300000000015,0.46524,0.48872,0.25421,0.0689,91.02564,7.17949,0.0
359,BGD,2014.0,2014-0290,59.0,447.0,2800000.0,,2800447.0,160000.0,0.0,4,"[4171, 4174, 4176, 4178]",7.0,24.0,2,8575356.0,535.0,1071.73,10820433.0,676.0,1352.32,84494090240.0,19.1877,0.0,244.0,2426.0,731.52518,0.0,21.0,3.0,135.0,81.0,1384.26754,26809.4348,0.14381,0.72693,0.64008,236678123.92157003,0.00037,0.01011,0.00045,0.00019,0.02226,1e-05,0.00977,0.07132999999999999,0.0,0.90706,9.01859,2.71942,0.0,0.07807,0.01115,0.5018600000000001,0.30112,5.1459800000000016,99.66333,0.00053,0.0027,0.00238,2776.59611,0.57729,0.0118,0.6651600000000001,13.35796,3.42456,0.23691,0.50372,0.38294,0.05053,52.66106,2.44818,4e-05
360,IND,2014.0,2014-0343,298.0,,275000.0,,275000.0,16000000.0,0.0,1,4179,8.0,40.0,1,718926.0,186.0,861.98,580497.0,150.0,696.01,18994376704.0,0.0,0.1326,3.0,6145.0,1845.79599,0.0,7.0,16.0,140.0,11.0,1440.55754,10477.16221,64.97498,0.30289,2.0541,28954842.53659,0.00017,0.01177,0.0002,3e-05,0.006,0.0011,0.00625,0.0,0.00023,0.0053100000000000005,10.87611,3.2669,0.0,0.01239,0.02832,0.24779,0.01947,2.54966,18.54365,0.115,0.00054,0.00364,4248.90625,0.70631,0.00232,0.11445,3409.46106,116.55173,9.65562,0.4502100000000001,0.29713,0.05495,97.16159,7.08994,6e-05
